a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,output
3,6,4,2,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
2,6,2,0,609,0,2,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,3,1,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
2,6,3,1,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
0,6,2,3,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
3,6,2,0,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
2,6,3,1,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
3,6,2,2,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,3,3,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
1,6,3,0,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
3,6,3,0,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
3,6,2,1,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,4,1,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
1,6,4,1,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
3,6,2,1,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,3,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,6,2,1,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
2,6,2,0,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
2,6,3,0,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
0,6,2,0,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
3,6,2,0,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
3,6,3,0,609,0,3,1,1,0,2,1,30,2,1,2,2,1,1,1,0
3,6,4,1,609,0,2,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,3,3,609,0,2,1,1,0,2,1,30,2,1,2,2,1,1,1,0
0,6,3,2,609,0,2,1,1,0,2,1,30,2,1,2,2,1,1,1,0
2,6,4,0,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,6,2,0,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
1,6,4,1,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,4,3,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
1,6,2,1,609,0,2,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,3,3,609,0,2,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,3,2,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
2,6,4,1,609,0,2,1,1,0,2,1,30,2,1,2,2,1,1,1,0
2,6,4,1,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
2,6,3,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,2,3,609,0,3,1,1,0,3,1,30,2,1,1,2,1,0,1,0
3,6,3,2,609,0,3,1,1,0,2,1,30,2,1,2,2,1,1,1,0
3,6,4,3,609,0,2,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,2,2,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
3,6,2,1,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
0,6,4,2,609,0,3,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,3,1,609,0,2,1,1,0,2,1,30,2,1,1,2,1,0,1,0
0,6,3,0,609,0,1,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,3,0,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,3,3,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,2,1,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,2,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
2,6,2,0,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
1,6,2,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
2,6,3,0,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,6,4,1,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,3,2,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
0,6,2,0,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,3,2,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,2,2,609,0,2,1,1,0,2,1,30,2,1,2,2,1,1,1,0
3,6,2,1,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
0,6,3,1,609,0,1,1,1,0,3,1,30,2,1,2,2,1,0,1,0
0,6,4,2,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,2,0,609,0,1,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,4,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,3,3,609,0,2,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,4,1,609,0,2,1,1,0,2,1,30,2,1,1,2,1,0,1,0
1,6,4,0,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,3,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,2,2,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
3,6,4,2,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
2,6,4,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,2,2,609,0,2,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,3,0,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,2,3,609,0,2,1,1,0,3,1,30,2,1,1,2,1,0,1,0
1,6,3,0,609,0,1,1,1,0,2,1,30,2,1,1,2,1,1,1,0
3,6,2,0,609,0,2,1,1,0,2,1,30,2,1,2,2,1,0,1,0
2,6,4,0,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,4,0,609,0,3,1,1,0,2,1,30,2,1,1,2,1,1,1,0
2,6,2,0,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
2,6,2,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
1,6,2,1,609,0,3,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,3,3,609,0,2,1,1,0,3,1,30,2,1,2,2,1,0,1,0
3,6,3,3,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,4,1,609,0,1,1,1,0,2,1,30,2,1,2,2,1,1,1,0
0,6,3,2,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,2,3,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,4,3,609,0,3,1,1,0,3,1,30,2,1,1,2,1,1,1,0
2,6,2,1,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
1,6,3,2,609,0,2,1,1,0,2,1,30,2,1,1,2,1,1,1,0
0,6,4,1,609,0,1,1,1,0,2,1,30,2,1,2,2,1,1,1,0
2,6,4,1,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
0,6,3,1,609,0,1,1,1,0,2,1,30,2,1,2,2,1,0,1,0
1,6,4,3,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
3,6,2,1,609,0,1,1,1,0,3,1,30,2,1,1,2,1,1,1,0
1,6,3,1,609,0,1,1,1,0,2,1,30,2,1,1,2,1,0,1,0
2,6,4,2,609,0,3,1,1,0,3,1,30,2,1,2,2,1,1,1,0
0,6,2,3,609,0,3,1,1,0,2,1,30,2,1,2,2,1,0,1,0
0,6,2,0,609,0,3,1,1,0,3,1,30,2,1,1,2,1,0,1,0
2,6,3,3,609,0,2,1,1,0,3,1,30,2,1,2,2,1,1,1,0
2,22,2,1,654,3,1,4,2,0,2,1,23,1,1,1,0,1,1,0,1
1,12,2,1,654,3,2,2,2,2,4,2,22,1,0,1,1,2,1,0,1
0,21,2,2,654,1,1,3,2,2,2,1,24,2,1,4,2,2,0,0,1
2,13,1,1,654,2,2,4,2,1,3,1,24,2,1,3,0,1,1,0,1
1,20,2,0,654,2,1,4,2,2,3,2,24,2,0,1,2,1,0,0,1
1,17,1,0,654,2,1,3,2,2,3,2,22,1,0,3,1,2,1,0,1
1,22,2,1,654,2,0,3,2,1,4,0,24,1,0,4,1,2,1,0,1
2,24,1,1,654,1,1,2,2,2,2,1,24,1,1,2,1,2,1,0,1
2,22,2,2,654,2,1,2,2,2,3,2,21,1,0,3,0,1,1,0,1
0,20,1,1,654,3,2,2,2,1,1,1,24,2,1,4,0,2,1,0,1
0,14,1,2,654,1,0,3,2,0,3,0,24,1,0,1,1,2,0,0,1
1,16,1,1,654,3,2,1,2,2,3,2,23,1,0,3,0,1,0,0,1
1,12,2,0,654,0,0,1,2,0,3,0,23,2,1,4,1,2,0,0,1
1,16,2,1,654,2,0,2,2,1,1,2,21,2,0,4,1,2,0,0,1
1,20,2,2,654,2,1,1,2,0,1,2,22,2,1,2,2,2,0,0,1
2,18,1,2,654,0,2,2,2,2,2,2,22,2,1,1,0,1,0,0,1
2,21,2,1,654,0,1,3,2,1,2,0,24,2,0,1,2,1,0,0,1
2,13,2,1,654,0,0,1,2,2,3,1,23,2,1,3,2,2,1,0,1
0,18,1,2,654,2,0,3,2,0,2,1,22,1,1,3,2,1,0,0,1
2,16,2,2,654,2,0,2,2,0,3,1,24,1,0,4,0,1,1,0,1
1,11,2,2,654,0,0,1,2,2,2,1,22,1,1,4,2,1,0,0,1
2,24,2,1,654,2,0,1,2,0,3,2,23,2,1,4,2,1,0,0,1
2,13,2,0,654,1,0,2,2,2,4,1,21,1,1,4,1,2,1,0,1
2,17,1,0,654,3,2,1,2,1,2,2,23,2,0,2,0,2,0,0,1
1,12,1,1,654,1,2,1,2,1,3,1,23,1,0,2,2,1,1,0,1
2,10,1,1,654,0,0,3,2,0,1,1,21,2,1,4,2,2,0,0,1
0,19,1,0,654,2,1,2,2,1,4,1,21,1,1,4,0,2,1,0,1
0,22,1,1,654,3,2,4,2,1,4,0,23,2,0,2,0,1,0,0,1
2,17,1,0,654,1,1,3,2,2,1,2,21,2,1,4,1,2,0,0,1
2,11,1,1,654,2,0,2,2,0,2,1,22,1,0,4,2,1,1,0,1
2,23,1,1,654,3,2,1,2,0,4,1,21,1,1,1,1,1,1,0,1
2,11,2,0,654,2,0,2,2,0,3,0,24,2,1,4,2,2,0,0,1
2,22,2,1,654,0,2,3,2,1,4,2,24,1,1,2,0,1,0,0,1
0,12,2,2,654,0,2,4,2,0,4,0,21,1,0,3,1,2,0,0,1
0,19,2,0,654,3,1,4,2,1,2,2,24,1,1,1,0,1,0,0,1
0,24,2,0,654,1,1,1,2,1,1,1,22,2,0,1,2,1,1,0,1
0,10,1,1,654,0,0,2,2,1,2,1,24,1,0,4,2,1,0,0,1
1,11,2,0,654,1,1,3,2,2,2,2,23,1,0,3,0,2,0,0,1
0,21,1,1,654,1,0,4,2,1,1,1,24,2,1,4,0,1,0,0,1
2,10,1,1,654,2,2,2,2,0,3,0,24,2,0,2,1,1,0,0,1
1,14,2,2,654,3,0,2,2,1,1,2,22,2,0,3,0,2,0,0,1
0,10,1,0,654,0,1,1,2,2,2,1,21,1,1,4,0,2,1,0,1
0,11,2,2,654,2,2,1,2,0,4,2,24,2,1,4,1,1,1,0,1
2,24,2,0,654,2,2,2,2,1,2,1,22,1,1,1,1,1,0,0,1
1,17,1,1,654,2,1,1,2,1,4,2,24,1,0,4,0,1,1,0,1
2,22,2,1,654,3,1,2,2,1,1,1,22,1,1,3,1,2,0,0,1
1,14,1,2,654,0,2,1,2,2,3,0,21,1,1,1,2,1,1,0,1
0,14,1,1,654,2,1,1,2,1,1,2,23,1,1,2,0,2,0,0,1
0,13,2,1,654,3,1,2,2,1,1,1,24,2,0,4,1,1,0,0,1
1,24,1,2,654,0,2,3,2,1,3,1,22,2,1,3,1,1,1,0,1
2,12,2,1,654,2,0,4,2,2,3,1,22,2,1,3,1,1,0,0,1
0,22,2,1,654,1,2,1,2,0,1,0,23,1,1,4,0,2,0,0,1
2,15,2,1,654,1,0,1,2,0,3,1,24,1,1,2,1,1,1,0,1
0,20,2,2,654,3,2,2,2,2,3,1,21,2,1,3,2,1,0,0,1
0,10,1,1,654,2,2,3,2,1,2,0,22,1,1,2,0,1,0,0,1
2,13,2,2,654,3,1,3,2,2,4,2,24,2,1,4,2,2,1,0,1
1,19,2,0,654,0,2,2,2,2,3,2,22,1,0,4,2,1,1,0,1
0,12,2,2,654,1,1,3,2,2,3,2,24,2,1,1,1,2,1,0,1
1,19,1,1,654,0,1,3,2,2,3,1,22,1,0,4,1,1,1,0,1
2,20,1,1,654,0,2,1,2,0,1,1,24,2,0,4,2,1,1,0,1
2,14,1,2,654,1,0,3,2,1,4,0,21,2,0,4,2,2,0,0,1
1,20,2,1,654,2,1,2,2,2,3,2,23,1,0,1,1,1,0,0,1
1,10,2,0,654,2,2,4,2,1,3,0,22,2,0,3,0,1,0,0,1
0,21,2,0,654,0,2,3,2,1,3,1,24,1,1,2,0,2,0,0,1
2,10,1,2,654,2,0,4,2,1,4,1,24,2,0,3,2,2,1,0,1
1,20,2,2,654,1,0,3,2,2,3,2,24,2,0,1,0,1,1,0,1
0,23,1,0,654,0,1,3,2,2,2,0,23,1,1,3,1,2,1,0,1
2,19,2,1,654,0,1,1,2,1,3,0,22,1,0,4,2,2,0,0,1
2,16,2,1,654,3,0,2,2,1,3,1,21,1,0,3,0,1,1,0,1
0,23,2,0,654,3,1,4,2,2,3,1,22,1,0,3,0,1,0,0,1
1,21,1,1,654,2,1,3,2,2,3,1,23,2,1,2,0,2,1,0,1
0,10,1,1,654,0,0,3,2,1,1,2,23,1,0,3,1,2,0,0,1
2,17,2,0,654,2,1,1,2,0,2,1,24,1,0,1,2,2,0,0,1
1,17,2,1,654,2,2,4,2,2,2,1,23,2,0,3,0,1,1,0,1
1,13,1,1,654,0,0,3,2,1,2,2,24,2,0,1,0,2,0,0,1
0,10,1,2,654,0,2,1,2,1,1,1,21,1,1,1,1,2,0,0,1
2,21,1,2,654,3,0,4,2,1,1,2,21,1,0,1,0,1,0,0,1
0,13,2,1,654,0,2,4,2,2,4,1,21,2,0,3,2,1,1,0,1
0,15,1,1,654,0,1,1,2,1,4,2,22,2,1,3,0,2,1,0,1
0,22,1,0,654,3,0,3,2,2,4,1,24,1,1,1,1,2,1,0,1
1,22,1,1,654,3,2,3,2,1,4,2,23,1,1,2,1,1,0,0,1
2,11,2,0,654,2,0,3,2,2,4,0,22,2,1,3,1,1,0,0,1
1,12,1,2,654,0,0,2,2,1,2,0,21,1,1,4,2,2,1,0,1
0,19,2,1,654,3,2,1,2,1,1,1,24,2,0,2,0,1,0,0,1
2,16,1,0,654,0,2,3,2,2,2,2,21,2,1,3,1,1,1,0,1
2,24,1,1,654,2,0,4,2,0,2,1,23,2,0,3,0,1,1,0,1
0,23,1,2,654,0,2,1,2,2,4,2,24,1,0,1,2,2,0,0,1
0,12,1,2,654,1,2,3,2,1,2,1,24,2,0,1,1,2,1,0,1
1,12,2,1,654,0,1,2,2,0,4,0,21,1,1,4,0,2,0,0,1
2,13,1,0,654,3,2,4,2,2,4,2,23,2,1,4,1,1,1,0,1
0,24,2,1,654,1,0,3,2,2,2,1,22,1,1,4,1,1,1,0,1
1,24,2,1,654,0,1,2,2,1,3,1,22,1,1,3,2,1,0,0,1
1,14,1,1,654,2,0,1,2,0,1,1,22,2,1,1,2,1,0,0,1
0,12,1,2,654,1,1,1,2,2,2,1,24,1,1,4,0,2,0,0,1
2,23,2,1,654,0,1,3,2,0,3,0,23,1,0,3,2,1,1,0,1
0,22,2,2,654,2,0,4,2,0,4,0,24,1,1,1,1,2,0,0,1
0,13,2,2,654,0,2,4,2,0,2,1,23,2,1,4,1,2,1,0,1
2,12,2,0,654,0,2,3,2,2,2,2,24,2,0,1,1,2,0,0,1
0,20,2,2,654,2,1,1,2,2,4,2,24,1,1,1,2,2,1,0,1
0,18,1,1,654,3,2,1,2,0,1,0,24,1,0,3,2,1,1,0,1
0,15,2,0,654,1,0,4,2,0,1,0,22,1,0,2,0,1,1,0,1
2,23,1,2,654,0,2,1,2,1,1,1,21,2,0,3,1,1,0,0,1
1,24,1,1,654,1,1,2,2,1,4,1,24,2,0,4,2,2,0,0,1
2,17,2,0,654,0,0,1,2,0,1,0,23,1,0,3,0,2,1,0,1
1,18,2,0,654,1,0,2,2,0,2,2,23,2,1,3,2,1,0,0,1
0,16,2,0,654,1,1,3,2,0,3,2,21,1,0,1,0,2,1,0,1
0,21,2,0,654,2,1,3,2,1,2,0,22,2,0,4,2,2,1,0,1
1,22,2,1,654,0,1,4,2,1,3,0,22,2,0,4,0,2,0,0,1
0,17,2,0,654,2,0,1,2,1,2,2,22,2,0,3,2,1,1,0,1
1,19,1,2,654,2,1,4,2,1,2,0,24,1,0,2,2,1,1,0,1
1,17,2,0,654,0,1,4,2,2,1,1,22,1,0,1,1,1,0,0,1
1,22,1,1,654,2,0,3,2,2,3,2,23,2,1,4,1,2,0,0,1
0,23,2,1,654,1,0,1,2,2,4,2,23,2,1,1,0,1,1,0,1
2,18,1,0,654,1,1,1,2,2,4,1,22,1,0,4,1,1,1,0,1
1,20,1,1,654,1,1,1,2,1,1,0,23,1,0,2,0,1,1,0,1
1,19,2,0,654,1,2,4,2,1,1,1,22,1,0,4,0,1,0,0,1
2,21,2,2,654,0,0,2,2,1,2,2,21,1,1,3,0,2,0,0,1
0,11,1,0,654,3,0,1,2,0,3,1,24,2,1,4,1,1,1,0,1
1,12,2,1,654,0,1,4,2,0,4,2,24,2,0,3,1,1,1,0,1
1,15,1,1,654,0,2,3,2,1,4,0,22,1,0,3,1,1,0,0,1
2,18,1,1,654,0,2,3,2,0,3,2,21,2,0,1,2,2,1,0,1
2,21,2,0,654,3,0,3,2,2,2,1,23,1,1,4,0,1,0,0,1
2,20,1,1,654,2,2,3,2,2,3,2,24,2,0,2,0,1,1,0,1
0,13,2,0,654,0,2,1,2,1,3,0,21,1,0,3,1,1,0,0,1
0,16,2,2,654,1,1,4,2,2,2,2,22,2,1,4,1,2,0,0,1
1,13,2,2,654,0,2,1,2,1,2,2,24,1,1,4,0,1,1,0,1
1,15,1,1,654,1,2,1,2,1,2,0,23,2,1,2,1,2,1,0,1
0,21,2,1,654,2,1,2,2,1,4,2,23,1,1,2,1,2,1,0,1
2,19,2,2,654,3,1,3,2,0,1,1,23,1,1,3,2,2,1,0,1
0,13,2,2,654,3,1,2,2,0,2,1,24,2,0,3,2,1,0,0,1
0,13,2,2,654,3,0,2,2,2,1,2,24,2,0,2,1,1,1,0,1
2,9,0,6,353,2,4,2,2,0,1,2,54,0,1,2,2,2,0,1,1
2,6,0,5,283,3,2,1,2,1,2,2,50,1,0,2,2,2,0,1,1
2,7,1,4,546,2,4,1,2,0,1,2,47,2,0,1,3,1,1,1,1
2,9,0,7,541,0,2,1,2,1,2,2,29,1,1,1,3,2,1,1,1
2,9,2,6,495,0,3,1,2,0,1,1,56,2,0,3,2,1,0,1,1
1,5,0,7,403,1,3,1,2,2,2,1,31,1,0,2,2,1,0,1,1
2,8,1,3,425,0,3,2,2,1,1,1,39,1,0,2,2,2,1,1,1
1,6,0,6,368,1,4,2,2,0,1,0,53,2,0,2,3,2,0,1,1
1,5,1,6,512,0,3,1,2,1,2,0,48,1,1,4,2,2,1,1,1
2,7,2,8,542,3,4,2,2,2,2,0,49,2,1,2,3,1,1,1,1
1,7,0,5,461,0,3,1,2,2,1,1,42,0,1,2,3,1,1,1,1
1,6,2,3,336,2,2,1,2,2,1,0,39,2,0,3,3,1,0,1,1
2,7,2,7,279,2,4,2,2,1,1,0,51,0,1,3,2,1,1,1,1
2,9,1,5,425,0,4,2,2,2,2,0,42,1,1,1,2,2,0,1,1
2,9,1,4,340,0,3,2,2,2,2,0,35,0,0,2,2,1,1,1,1
1,5,2,5,592,3,2,2,2,0,1,0,29,1,1,3,2,1,0,1,1
2,6,1,6,314,0,4,1,2,1,2,2,41,2,0,3,2,2,1,1,1
2,9,2,8,560,0,4,2,2,2,2,2,54,1,1,4,2,1,0,1,1
1,5,1,3,310,0,3,2,2,0,2,2,45,1,0,4,3,1,0,1,1
2,9,0,5,313,3,2,2,2,0,2,1,29,2,1,1,3,2,1,1,1
2,8,0,8,606,3,3,1,2,2,1,2,55,2,0,4,2,2,0,1,1
2,6,1,3,591,3,4,1,2,1,2,2,29,1,0,1,3,1,1,1,1
2,8,1,4,525,3,2,2,2,2,1,2,43,0,0,1,3,1,1,1,1
2,8,0,8,265,3,2,2,2,1,1,2,46,2,1,3,2,1,0,1,1
1,9,0,5,595,1,3,1,2,2,2,1,46,1,1,3,2,1,1,1,1
1,8,1,8,592,1,4,2,2,2,2,1,42,0,1,4,3,1,1,1,1
1,7,0,5,439,2,2,2,2,2,2,0,42,2,0,1,2,2,0,1,1
1,6,1,3,463,0,3,2,2,1,1,1,31,0,1,1,3,2,0,1,1
1,7,0,3,583,1,4,1,2,2,1,0,36,0,1,3,2,2,1,1,1
2,5,2,3,252,1,3,1,2,1,1,2,32,2,0,4,2,2,0,1,1
2,7,1,8,301,0,3,1,2,0,1,1,29,1,0,3,3,1,0,1,1
2,6,1,7,545,1,2,1,2,0,2,0,56,2,1,3,3,2,0,1,1
1,7,0,8,252,3,3,1,2,2,1,0,29,0,1,3,2,2,0,1,1
1,9,0,7,474,0,4,2,2,2,1,2,52,0,0,3,3,2,1,1,1
2,7,2,7,293,1,4,2,2,0,2,0,59,1,1,2,2,2,1,1,1
2,6,1,6,286,0,3,2,2,2,1,1,56,1,0,1,3,1,1,1,1
2,7,0,4,460,1,2,2,2,1,2,1,50,0,0,1,2,1,1,1,1
1,8,2,3,481,0,3,2,2,0,2,0,43,0,1,4,3,2,0,1,1
1,7,2,8,302,1,3,1,2,1,1,2,45,1,0,2,2,2,0,1,1
2,8,1,6,319,2,2,2,2,2,2,0,29,1,1,3,2,1,1,1,1
2,7,0,5,533,2,4,2,2,1,1,1,53,0,1,3,2,2,1,1,1
1,7,0,3,553,3,3,2,2,0,2,2,33,1,1,4,2,2,1,1,1
1,6,1,8,509,2,2,1,2,0,2,0,36,2,0,2,3,2,1,1,1
1,7,0,7,502,3,3,2,2,1,1,0,37,2,0,1,3,2,1,1,1
1,9,0,6,476,1,4,2,2,0,2,0,39,0,0,2,2,2,1,1,1
1,6,1,6,521,1,3,2,2,2,1,1,45,0,1,4,2,1,0,1,1
1,6,2,7,275,1,2,2,2,1,2,0,38,2,0,1,3,1,0,1,1
2,5,1,7,277,2,4,1,2,1,2,0,31,0,1,4,2,1,0,1,1
1,8,0,3,351,2,3,1,2,0,2,0,45,1,1,4,3,2,0,1,1
1,7,2,5,608,1,4,2,2,0,2,2,56,2,1,1,3,1,1,1,1
2,8,2,5,600,3,3,2,2,1,2,0,50,1,1,3,3,2,1,1,1
2,9,2,6,431,1,3,2,2,2,2,0,43,1,1,1,3,2,1,1,1
1,7,2,3,424,0,4,1,2,0,2,2,44,0,1,1,3,1,1,1,1
2,5,0,8,329,0,2,2,2,1,1,1,42,0,0,1,2,2,1,1,1
2,7,2,8,415,3,3,2,2,1,1,0,52,1,1,3,2,1,1,1,1
2,8,0,3,408,3,3,2,2,2,2,2,35,2,0,1,3,2,0,1,1
1,8,2,7,571,3,4,2,2,2,2,1,46,2,1,2,2,2,0,1,1
2,5,2,5,333,1,2,2,2,1,1,0,43,2,1,1,2,2,1,1,1
1,6,0,8,480,3,4,2,2,2,2,0,58,2,1,1,2,2,0,1,1
2,8,0,8,348,2,4,1,2,1,2,0,45,0,0,4,2,2,0,1,1
2,6,1,4,349,1,3,1,2,1,2,1,33,0,0,4,2,2,1,1,1
1,6,1,3,297,1,4,1,2,0,2,0,45,1,0,2,3,1,1,1,1
1,7,0,3,566,0,2,2,2,1,2,0,40,0,0,2,3,1,0,1,1
1,7,1,8,593,0,3,2,2,0,2,2,52,0,1,1,2,1,1,1,1
1,7,1,6,567,2,2,2,2,2,1,1,50,1,1,3,2,2,0,1,1
1,8,0,4,325,1,3,1,2,0,1,1,38,1,0,1,3,2,0,1,1
2,5,1,8,587,0,4,1,2,2,1,2,34,2,0,2,2,1,1,1,1
1,6,0,7,555,0,4,2,2,0,2,0,46,0,0,1,2,2,0,1,1
2,8,0,3,341,0,2,1,2,0,2,1,38,1,0,2,3,1,0,1,1
2,7,0,6,326,0,4,1,2,0,1,0,35,2,1,3,2,1,1,1,1
1,7,1,8,587,0,2,2,2,2,1,2,31,0,0,2,3,1,0,1,1
2,9,1,4,537,3,4,1,2,1,2,0,56,2,0,1,2,1,0,1,1
2,5,2,7,449,1,4,2,2,0,1,1,46,0,0,1,3,1,0,1,1
1,6,2,5,486,3,3,1,2,0,2,0,58,0,1,2,3,2,0,1,1
1,9,1,4,401,0,4,1,2,2,1,0,46,1,1,1,2,2,0,1,1
1,8,1,6,460,2,4,2,2,0,1,2,57,1,0,1,3,1,1,1,1
2,8,1,3,338,0,3,2,2,1,2,0,42,2,0,3,2,1,0,1,1
2,7,0,8,530,3,2,2,2,1,2,2,33,2,0,2,2,1,1,1,1
2,8,0,4,310,1,3,2,2,1,1,0,50,0,1,4,3,1,1,1,1
2,8,1,7,582,0,4,1,2,1,1,0,37,0,0,2,3,2,1,1,1
2,5,0,3,444,2,3,2,2,0,2,0,51,2,1,4,2,2,1,1,1
1,7,1,4,458,1,4,2,2,0,2,0,47,1,0,1,3,1,0,1,1
2,8,0,7,523,1,2,1,2,1,1,0,41,0,1,4,3,2,1,1,1
2,8,1,6,492,2,4,1,2,2,2,2,53,1,1,2,2,2,1,1,1
1,8,2,3,321,3,4,1,2,0,1,1,39,1,0,4,2,2,0,1,1
2,5,0,8,289,2,3,2,2,0,2,1,45,0,0,2,2,1,1,1,1
2,6,2,7,518,2,4,2,2,2,2,2,48,2,0,1,2,2,0,1,1
1,5,2,4,418,3,3,1,2,2,1,2,41,1,1,4,2,1,1,1,1
2,8,0,7,491,3,3,1,2,0,1,2,36,2,0,2,3,2,0,1,1
2,5,0,7,488,3,3,1,2,0,1,1,58,1,0,4,2,1,1,1,1
1,6,0,5,600,0,4,2,2,1,2,0,49,1,0,1,2,1,1,1,1
2,6,1,6,324,3,4,1,2,2,2,1,41,0,0,1,2,1,1,1,1
2,5,2,7,294,3,2,2,2,2,2,2,57,1,1,3,2,2,1,1,1
1,5,2,4,453,1,2,2,2,2,1,0,41,2,0,2,2,2,0,1,1
2,7,1,8,394,2,4,1,2,2,1,2,58,2,1,2,3,2,1,1,1
1,7,1,3,307,0,3,1,2,0,1,2,57,0,0,2,3,1,0,1,1
2,7,1,8,285,0,3,2,2,1,2,1,48,0,0,2,3,1,0,1,1
1,6,1,4,307,0,3,2,2,0,2,0,56,1,0,3,2,1,1,1,1
1,9,0,8,530,0,4,2,2,2,2,1,50,0,1,1,2,2,0,1,1
1,9,2,5,262,3,2,2,2,0,1,2,48,1,0,3,3,1,0,1,1
1,8,2,4,310,3,3,2,2,1,2,1,29,1,1,4,3,2,0,1,1
1,9,0,4,269,2,2,2,2,1,2,0,35,2,1,4,3,1,0,1,1
2,9,0,4,417,3,2,1,2,2,2,2,42,1,1,1,3,2,0,1,1
1,6,2,6,335,2,3,2,2,1,2,1,39,1,1,4,2,1,1,1,1
1,8,0,3,530,3,4,2,2,2,1,2,36,2,0,3,2,1,1,1,1
